gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm13837	chr5	113255637	114265442	-0.206092	2	19.8707	0.995052	1.9675	2
Taok3	chr5	113978674	114438284	-0.203479	2	21.3282	0.865246	3.93419	4
Gm43637	chr5	114265532	114438284	-0.210295	2	21.6293	0.887151	2.9427	3
MGP_FVBNJ_G0036466	chr5	114265532	114438284	-0.210295	2	21.6293	0.887151	2.9427	3
BC051077	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Gm10399	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Vsig10	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Gm15727	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Wsb2	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Rfc5	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Gm15728	chr5	114445384	114652193	-0.201667	2	21.8409	0.863048	2.96525	3
Ksr2	chr5	114445384	115732602	-0.267424	2	19.7967	0.863048	4.8381	5
Gm42550	chr5	114656345	115732602	-0.371536	2	16.5601	0.92563	1.87285	2
Nos1	chr5	114656345	115732602	-0.371536	2	16.5601	0.92563	1.87285	2
Gm42655	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Gm42654	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Gm27199	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Lhx5	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Sdsl	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Sds	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Gm15690	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Plbd2	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Slc8b1	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Tpcn1	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
2510016D11Rik	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Iqcd	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Rita1	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Ddx54	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Gm43579	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Cfap73	chr5	117478027	118120894	-0.313147	2	18.3073	0.917998	1.90963	2
Oas1d	chr5	118237924	118259299	-0.360659	1	18.1546	0.974114	1.90454	2
Ddx55	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Eif2b1	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Gtf2h3	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
MGP_FVBNJ_G0015456	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Atp6v0a2	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
MGP_FVBNJ_G0037784	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
4930404A12Rik	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Dnah10	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Gm43777	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Ccdc92	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Zfp664	chr5	122094662	123133344	0.350417	2	25.7532	0.979296	1.90536	2
Tmem132b	chr5	123133078	123343763	0.306121	4	21.1537	0.556349	2.70965	3
Gm40331	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
Gm42955	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
4933438B17Rik	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
Gm43475	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
4930572K03Rik	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
Gm43476	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
Tmem132cos	chr5	124380544	124889868	-0.213297	2	19.2013	0.834582	1.96985	2
9430087B13Rik	chr5	124791135	125032503	-0.202295	2	19.8984	0.977095	1.97229	2
Clip2	chr5	130303250	133182993	-0.245156	3	38.435	0.688112	16.3005	17
Gm42625	chr5	130880521	131044982	-0.235978	1	38.3286	0.419567	1.98052	2
Gm17979	chr5	130998274	131143339	-0.218202	2	38.4773	0.967478	1.97442	2
Gm36667	chr5	131045785	131362072	-0.572415	2	32.2221	0.984747	1.90996	2
1700030N18Rik	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Gm15627	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Castor2	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Rcc1l	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
B230377A18Rik	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Gtf2ird2	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
MGP_FVBNJ_G0009668	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Ncf1	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Gtf2i	chr5	131565942	132050221	-0.26827	1	41.5027	5.41441e-05	2.97789	3
Gm43481	chr5	131565942	131890783	-0.276323	1	40.6413	5.41441e-05	1.98296	2
Mir3965	chr5	131847830	132050221	-0.248427	2	41.5568	0.91838	1.98089	2
Gtf2ird1	chr5	131847830	132102861	-0.259557	2	41.1647	0.91838	2.96873	3
Gm42882	chr5	131966860	132102861	-0.266995	1	41.804	0.154731	1.98277	2
Gm16020	chr5	131966860	132102861	-0.266995	1	41.804	0.154731	1.98277	2
Gm42885	chr5	131966860	132102861	-0.266995	1	41.804	0.154731	1.98277	2
Pilra	chr5	135526765	135695142	-0.205774	3	39.1282	0.977095	1.89756	2
Pilrb1	chr5	135526765	135695142	-0.205774	3	39.1282	0.977095	1.89756	2
Smok3a	chr5	135718977	137960469	-0.410872	1	32.4992	0.180625	1.94967	2
Smok3b	chr5	135718977	137960469	-0.410872	1	32.4992	0.180625	1.94967	2
Sdk1	chr5	139119773	141360002	0.308028	3	50.0142	0.918508	1.931	2
Vps50	chr6	269122	757964	-0.335621	2	20.0058	0.576759	2.8936	3
4930528H21Rik	chr6	756811	1551487	-0.324089	1	20.1421	0.907484	1.90745	2
Pon2	chr6	1975268	3162808	-0.278836	2	20.1817	0.92765	1.93302	2
Gm44424	chr6	1975268	3162808	-0.278836	2	20.1817	0.92765	1.93302	2
Gm20617	chr6	3161355	4173789	-0.536627	1	15.386	0.98229	1.8574	2
Phf14	chr6	8477394	9165637	0.580483	3	25.1177	0.827832	1.86847	2
Thsd7a	chr6	9165228	9840754	0.251152	4	21.2599	0.692321	1.89914	2
Gm44129	chr6	9165228	9840754	0.251152	4	21.2599	0.692321	1.89914	2
1110019D14Rik	chr6	10368581	11364043	0.297398	4	22.6126	0.44222	3.85208	4
Foxp2	chr6	11486863	12010680	0.283408	4	24.3411	0.625506	2.87295	3
Tfec	chr6	13249176	13439023	0.239271	2	28.5541	0.930031	2.95523	3
Gm15581	chr6	13648109	14545723	0.608604	4	27.1688	0.845534	3.66054	4
Cav2	chr6	13648670	14545723	0.434936	2	25.3525	0.980725	1.88633	2
Cav1	chr6	13648670	14545723	0.434936	2	25.3525	0.980725	1.88633	2
Gm19102	chr6	17340663	19982420	0.213814	2	24.6365	0.790842	1.92947	2
Gm23960	chr6	17340663	19982420	0.213814	2	24.6365	0.790842	1.92947	2
Gm26373	chr6	17340663	19982420	0.213814	2	24.6365	0.790842	1.92947	2
Kcnd2	chr6	17340663	19982420	0.213814	2	24.6365	0.790842	1.92947	2
Cadps2	chr6	19981156	20285573	0.389662	3	26.9241	0.759079	1.91597	2
Gm13853	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Lrguk	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Gm13856	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Slc35b4	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Gm13855	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Gm14546	chr6	30334229	31408402	0.419652	2	26.2976	0.916983	3.68944	4
Akr1b3	chr6	30334229	30678527	0.423119	2	26.795	0.916983	1.85389	2
Dgki	chr6	33200921	33696226	-0.29012	3	21.8391	0.904687	1.81537	2
Creb3l2	chr6	33695671	33790059	-0.263412	1	23.4868	0.857824	1.80853	2
Sval1	chr6	38241913	38532032	-0.336495	2	20.3471	0.993792	1.89558	2
Sval3	chr6	38241913	38532032	-0.336495	2	20.3471	0.993792	1.89558	2
Olfr457	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Olfr456	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Gm4877	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Olfr455	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Tcaf3	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Tcaf2	chr6	38799755	39284838	0.236733	2	27.1556	0.979989	1.89612	2
Gm21827	chr6	39605481	39608177	0.462927	3	25.5536	0.967317	1.8516	2
Cntnap2	chr6	41825589	45159914	0.377655	3	28.5098	0.939019	3.77675	4
Creb5	chr6	49922285	53282749	-0.230375	2	30.1647	0.969079	1.91794	2
Gm44080	chr6	49922285	53282749	-0.230375	2	30.1647	0.969079	1.91794	2
Gm5306	chr6	49922285	53282749	-0.230375	2	30.1647	0.969079	1.91794	2
Vmn1r4	chr6	53281874	53424201	-0.334238	1	26.3211	0.800117	2.89679	3
Vmn1r5	chr6	53282759	53424201	-0.210356	2	29.0938	0.998129	1.97558	2
MGP_FVBNJ_G0030560	chr6	53451990	53680720	-0.301616	2	24.228	0.9957	1.95259	2
MGP_FVBNJ_G0030561	chr6	53451990	53680720	-0.301616	2	24.228	0.9957	1.95259	2
Vmn1r12	chr6	53451990	53680720	-0.301616	2	24.228	0.9957	1.95259	2
MGP_FVBNJ_G0030577	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
MGP_FVBNJ_G0030578	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Vmn1r23	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
MGP_FVBNJ_G0030580	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
MGP_FVBNJ_G0030581	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Vmn1r-ps13	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Vmn1r26	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Rps15-ps2	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Vmn1r-ps14	chr6	54234519	54745083	-0.23188	2	25.7872	0.352401	2.96143	3
Gm20674	chr6	54731506	54882756	-0.237369	1	25.7786	0.929511	1.96667	2
Ccser1	chr6	57701454	58915423	0.456156	3	32.0317	0.933266	2.8177	3
MGP_FVBNJ_G0030609	chr6	62935462	63869084	-0.338034	2	23.7387	0.9814	1.91899	2
MGP_FVBNJ_G0030611	chr6	62935462	63869084	-0.338034	2	23.7387	0.9814	1.91899	2
Vmn1r35	chr6	62935462	63869084	-0.338034	2	23.7387	0.9814	1.91899	2
Gm6794	chr6	62935462	63869084	-0.338034	2	23.7387	0.9814	1.91899	2
Rpl18a-ps3	chr6	64115442	64466967	0.258906	1	25.549	0.916983	2.72507	3
Igkv13-84	chr6	65301980	65476024	-0.671502	1	13.9875	0.916983	1.33202	2
Igkv8-27	chr6	66667354	67056560	0.238902	3	33.9109	0.610889	3.85822	4
Gm44768	chr6	68107305	68246232	0.257639	2	48.2175	0.872397	1.90205	2
Rpl19-ps9	chr6	68107305	68246232	0.257639	2	48.2175	0.872397	1.90205	2
St3gal5	chr6	68636300	70337304	-0.382672	1	24.7859	0.927694	1.88103	2
Gm26264	chr6	77872627	79160703	-0.452307	2	24.6245	0.929925	1.90118	2
Gm38839	chr6	77872627	79160703	-0.452307	2	24.6245	0.929925	1.90118	2
Gm22530	chr6	77872627	79160703	-0.452307	2	24.6245	0.929925	1.90118	2
Gm10445	chr6	80716158	82029639	0.227312	2	40.9277	0.973268	1.90463	2
Vmn1r-ps34	chr6	86670644	86764045	-0.226939	2	31.9774	0.950514	1.97042	2
Gm43891	chr6	86726629	87314436	-0.227091	1	37.9354	0.904433	1.97377	2
BC048671	chr6	86726629	87314436	-0.227091	1	37.9354	0.904433	1.97377	2
Chst13	chr6	86726629	87314436	-0.227091	1	37.9354	0.904433	1.97377	2
Suclg2	chr6	91933658	92724237	-0.252015	1	34.4374	0.883835	2.93885	3
Gm43950	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm43948	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm43942	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm19726	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Pdzrn3	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm26911	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
9530086O07Rik	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm43953	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm43947	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm43946	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm44169	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Gm44171	chr6	97449500	99202277	0.214263	2	39.8688	0.972786	1.95694	2
Chl1	chr6	99897289	100726556	0.339548	3	37.1145	0.969079	3.85992	4
Gm7946	chr6	99897825	99934144	0.289601	2	43.5631	0.904275	1.94611	2
Gm44441	chr6	99897825	99934144	0.289601	2	43.5631	0.904275	1.94611	2
Cntn4	chr6	102061326	103225179	0.350064	3	35.5814	0.922804	2.87732	3
Syn2	chr6	111377958	113158529	0.304772	3	33.7745	0.980177	2.82158	3
Gm22882	chr6	112935287	114064316	-0.582152	2	27.0439	0.952754	1.6138	2
Gm43926	chr6	112935287	114064316	-0.582152	2	27.0439	0.952754	1.6138	2
Klrg1	chr6	118463795	119121954	0.227626	3	39.5061	0.907484	1.87007	2
Clec4a4	chr6	119209836	119551529	-0.221117	2	29.053	0.877746	1.97528	2
Vmn2r19	chr6	119529572	119574883	-0.328058	2	29.5212	0.915417	1.91555	2
MGP_FVBNJ_G0040203	chr6	120376185	120423506	-0.409983	2	27.1657	0.895115	1.81282	2
Gm23554	chr6	120376185	120423506	-0.409983	2	27.1657	0.895115	1.81282	2
Parp11	chr6	123808139	123879658	0.402043	3	49.3766	0.954967	1.89675	2
Klrk1	chr6	126038038	126458588	0.695042	4	37.0926	0.957318	1.63019	2
Klra10	chr6	126457814	127280953	0.309752	3	30.4518	0.932261	3.47568	4
Styk1	chr6	127832783	127996903	-0.441018	2	28.0978	0.616305	2.53262	3
Ybx3	chr6	127832783	127996903	-0.441018	2	28.0978	0.616305	2.53262	3
Gm22362	chr6	127832783	127996903	-0.441018	2	28.0978	0.616305	2.53262	3
Gm18688	chr6	127832783	127996903	-0.441018	2	28.0978	0.616305	2.53262	3
Gm43943	chr6	128105094	128204890	-0.215144	2	29.3348	0.866072	2.96768	3
Tas2r130	chr6	128105094	128204890	-0.215144	2	29.3348	0.866072	2.96768	3
Gm5154	chr6	128951466	129078269	-0.225112	2	31.7433	0.984476	1.95703	2
Gm4736	chr6	128951466	129078269	-0.225112	2	31.7433	0.984476	1.95703	2
Gm45063	chr6	128951466	129078269	-0.225112	2	31.7433	0.984476	1.95703	2
Gm18326	chr6	128951466	129078269	-0.225112	2	31.7433	0.984476	1.95703	2
Prp2	chr6	129051546	129114883	-0.325443	1	26.2242	0.933266	1.93707	2
Tas2r115	chr6	129252040	129436772	0.281531	3	37.031	0.742587	2.94424	3
Tas2r123	chr6	129402658	129533163	0.237353	3	35.2765	0.768594	2.96474	3
Tas2r116	chr6	129402658	129533163	0.237353	3	35.2765	0.768594	2.96474	3
Gm44142	chr6	129402658	129533163	0.237353	3	35.2765	0.768594	2.96474	3
Tas2r110	chr6	129402658	129533163	0.237353	3	35.2765	0.768594	2.96474	3
Gm25136	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
4930425L21Rik	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
Grin2b	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
Gm14329	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
MGP_FVBNJ_G0008882	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
Gm14330	chr6	132060268	134425891	0.315748	2	36.5687	0.944376	1.88887	2
Strap	chr6	134425620	135723529	0.317384	4	34.8855	0.674068	1.88892	2
Irag2	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm43910	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Casc1	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm15543	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Etfrf1	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Kras	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm44164	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm15706	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
MGP_FVBNJ_G0009730	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
2010013B24Rik	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm44428	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm15707	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Lmntd1	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Gm23498	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
1700073E17Rik	chr6	141655019	143649424	0.302952	2	40.555	0.921545	1.89094	2
Tmtc1	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Gm44022	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Gm6313	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
MGP_FVBNJ_G0039116	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
4930528G23Rik	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Gm15778	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Gm44115	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Ipo8	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
2610017A05Rik	chr6	144850304	145364465	-0.330423	2	28.0084	0.920872	2.674	3
Caprin2	chr6	144850304	145402840	-0.515014	2	24.6546	0.920872	3.22665	4
Ptprh	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm9463	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm18973	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm44877	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Tmem86b	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Ppp6r1	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm6855	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm44878	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Hspbp1	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Brsk1	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Tmem150b	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm24537	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Kmt5c	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Cox6b2	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Fam71e2	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Il11	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Tmem190	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Tmem238	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Rpl28	chr7	1468030	2397980	0.216602	2	19.321	0.786549	1.93992	2
Gm3726	chr7	7410886	7537915	0.249133	2	16.7892	0.892745	1.79745	2
Vmn1r67	chr7	7410886	7537915	0.249133	2	16.7892	0.892745	1.79745	2
Zik1	chr7	7410886	7537915	0.249133	2	16.7892	0.892745	1.79745	2
Vmn1r70	chr7	7649808	7739465	-0.367562	2	13.2632	0.905089	1.94635	2
Vmn1r-ps51	chr7	7649808	7739465	-0.367562	2	13.2632	0.905089	1.94635	2
Vmn1r-ps52	chr7	7649808	7739465	-0.367562	2	13.2632	0.905089	1.94635	2
Aurkc	chr7	8153746	8466752	0.360011	4	27.2585	0.908465	2.20209	3
2900092C05Rik	chr7	9649354	9742686	0.541409	3	22.5841	0.997579	1.79158	2
Vmn2r54	chr7	9742449	9749826	0.220463	3	14.0517	0.996162	2.69891	3
Lig1	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
Pla2g4c	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
MGP_FVBNJ_G0009732	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
Pla2g4c-ps	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
MGP_FVBNJ_G0009733	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
Cabp5	chr7	10421253	10613923	-0.236746	2	15.2658	0.99127	1.93514	2
Psg23	chr7	15777428	16213378	0.391968	4	19.0093	0.703259	5.23408	6
Psg22	chr7	16147583	16213378	0.337223	3	22.3803	0.955732	1.90876	2
Cblc	chr7	17265038	17474763	0.36975	3	23.1282	0.996136	1.87226	2
Ceacam20	chr7	17462620	17994468	0.444571	3	22.3396	0.991849	2.60423	3
Lypd11	chr7	22416335	22487261	-0.321778	1	15.5045	0.206116	2.81983	3
Gm5893	chr7	22555045	22638293	0.612404	3	26.2915	0.592787	2.80457	3
Arhgef1	chr7	22637759	23222756	0.286941	3	22.1655	0.798086	2.85299	3
Ceacam1	chr7	23232372	24180582	0.443042	3	23.9274	0.790842	3.80374	4
Cyp2a4	chr7	24178342	24704345	0.523667	3	23.3327	0.683863	4.72106	5
Cyp2g1	chr7	24704020	24714278	0.557932	3	26.157	0.881677	2.79302	3
Fbxo27	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Fbxo17	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Mrps12	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Sars2	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Ccer2	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Nfkbib	chr7	26656684	26874985	-0.2188	2	26.3156	0.663526	1.97566	2
Eif3k	chr7	26968297	27032962	-0.203501	2	26.9026	0.999675	1.9566	2
Map4k1	chr7	26968297	27032962	-0.203501	2	26.9026	0.999675	1.9566	2
Sipa1l3	chr7	27381057	27746653	0.215669	2	32.3053	0.773398	1.94586	2
Wdr87-ps	chr7	27381057	27746653	0.215669	2	32.3053	0.773398	1.94586	2
4930432E11Rik	chr7	27381057	27746653	0.215669	2	32.3053	0.773398	1.94586	2
Gm29326	chr7	27381057	27746653	0.215669	2	32.3053	0.773398	1.94586	2
A330087D11Rik	chr7	27381057	27746653	0.215669	2	32.3053	0.773398	1.94586	2
Zfp27	chr7	27941403	28009376	-0.35292	2	21.5648	0.903335	1.90036	2
Mir7668	chr7	27941403	28009376	-0.35292	2	21.5648	0.903335	1.90036	2
Zfp383	chr7	27941403	28009376	-0.35292	2	21.5648	0.903335	1.90036	2
Zfp74	chr7	27941403	28009376	-0.35292	2	21.5648	0.903335	1.90036	2
C230062I16Rik	chr7	27941403	28009376	-0.35292	2	21.5648	0.903335	1.90036	2
Scgb2b23-ps	chr7	31810494	32354152	0.522353	3	34.3859	0.999675	1.79804	2
Uba2	chr7	32353942	33684038	0.283915	4	32.7931	0.883774	1.8411	2
Rpsa-ps12	chr7	38385542	38545726	0.234347	2	28.314	0.916983	1.94092	2
Gm38199	chr7	38385542	38545726	0.234347	2	28.314	0.916983	1.94092	2
4933404I11Rik	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
MGP_FVBNJ_G0009738	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
Gm28807	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
4933402C06Rik	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
A230077H06Rik	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
Gm45008	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
Gm28307	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
Gm25784	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
Vstm2b	chr7	38546547	40014635	-0.370234	2	18.1929	0.974781	1.90078	2
2610021A01Rik	chr7	40014270	40830300	-0.384824	1	16.8529	0.822124	1.90007	2
Zfp141	chr7	41033241	41117490	-0.216737	2	20.2246	0.982404	1.96036	2
Gm19246	chr7	41033241	41117490	-0.216737	2	20.2246	0.982404	1.96036	2
Gm44523	chr7	41033241	41117490	-0.216737	2	20.2246	0.982404	1.96036	2
Gm44997	chr7	41112453	41273103	-0.579951	1	14.3313	0.969211	1.7522	2
Gm7211	chr7	41461299	41978137	-0.396772	1	18.8891	0.921706	1.83378	2
Gm6004	chr7	41461299	41978137	-0.396772	1	18.8891	0.921706	1.83378	2
Ap2a1	chr7	43738148	44229852	0.420243	3	34.3244	0.820034	1.9158	2
Ftl1	chr7	44293782	45573416	0.252066	4	37.1103	0.980725	1.78291	2
4933405O20Rik	chr7	49573859	49979307	0.210046	2	27.464	0.817843	1.91531	2
Gm29296	chr7	50784224	50830116	-0.269949	2	20.2893	0.971658	1.94248	2
Luzp2	chr7	53977440	54464577	-0.419515	2	18.3736	0.993915	1.92504	2
Gm44894	chr7	53977440	54464577	-0.419515	2	18.3736	0.993915	1.92504	2
4833421K07Rik	chr7	53977440	54464577	-0.419515	2	18.3736	0.993915	1.92504	2
Gm17838	chr7	53977440	54464577	-0.419515	2	18.3736	0.993915	1.92504	2
Gm24116	chr7	53977440	54464577	-0.419515	2	18.3736	0.993915	1.92504	2
Gm18642	chr7	55871693	56130657	-0.218292	2	20.7492	0.922011	1.96565	2
Gm44722	chr7	62854687	62985395	0.294898	2	29.3887	0.902688	1.87983	2
Mir211	chr7	62854687	62985395	0.294898	2	29.3887	0.902688	1.87983	2
